Date,Adj Close
2015-03-31,
2015-04-01,0.0
2015-04-07,6.425926069123515
2015-04-08,2.191188579028046
2015-04-09,-0.010158832526245276
2015-04-10,-0.013157897089426607
2015-04-13,-0.20000003623607554
2015-04-14,-0.299666639414117
2015-04-15,-0.08138985227649487
2015-04-16,-0.02694295502100108
2015-04-17,-0.10489884351892598
2015-04-20,0.07138605314581814
2015-04-22,0.30372012383971003
2015-04-23,-0.25425893034894975
2015-04-24,0.14220442063714178
2015-04-27,-0.08249995307710978
2015-04-28,-0.01634881419723544
2015-04-29,0.239889202671407
2015-04-30,-0.06166220103661113
2015-05-04,-0.08523809327376708
2015-05-05,0.0005206224586165042
2015-05-06,0.01456816432998953
2015-05-07,0.0
2015-05-08,-0.07743597015819836
2015-05-11,-0.08838237396289739
2015-05-12,0.0073170911062150346
2015-05-13,0.08353510659375729
2015-05-14,-0.021787762562485158
2015-05-15,0.02798404647726982
2015-05-18,0.0
2015-05-19,0.0
2015-05-20,0.0
2015-05-25,-0.061111103771628206
2015-05-26,-0.042603553983092124
2015-05-27,0.0
2015-06-01,-0.05995056311978497
2015-06-02,0.0
2015-06-05,-0.07955297225608438
2015-06-09,0.027142844316949466
2015-06-10,-0.00486784493768222
2015-06-11,-0.05660373663180396
2015-06-12,-0.03407411573437724
2015-06-15,0.0
2015-06-18,-0.03297543390125668
2015-06-19,0.0
2015-06-22,0.0
2015-06-26,-0.0055511860395918156
2015-06-29,-0.12280700922664112
2015-06-30,-0.030909039390597748
2015-07-01,0.0
2015-07-08,-0.06097565250589476
2015-07-10,0.0
2015-07-13,0.0029970104557688337
2015-07-14,0.0
2015-07-17,-0.043824697151078285
2015-07-20,-0.07187500110583733
2015-07-21,0.03254765278563876
2015-07-22,-0.05326085009913539
2015-07-23,-0.15958662633660925
2015-07-24,0.008196625260252555
2015-07-27,-0.010840097485730782
2015-07-28,0.0
2015-08-03,-0.02739723238421099
2015-08-04,0.0
2015-08-05,0.0
2015-08-10,-0.014084522205013994
2015-08-11,0.00142861545263262
2015-08-12,0.0
2015-08-13,0.0
2015-08-19,0.0
2015-08-20,0.0413694125566193
2015-08-24,-0.06849311004556458
2015-08-25,0.0
2015-09-02,-0.04411763144700287
2015-09-03,0.0
2015-09-14,0.06153846053339285
2015-09-15,0.0
2015-09-29,-0.07246378238660844
2015-09-30,0.0
2015-10-01,0.687499933649762
2015-10-02,-0.16203699917462266
2015-10-05,0.0
2015-10-13,-0.2817679482832611
2015-10-15,0.36923069787089324
2015-10-16,-0.042696609270716834
2015-10-19,-0.10798125716021878
2015-10-20,-0.002631548363766667
2015-10-21,0.0
2015-10-22,0.0
2015-10-23,0.11609497852983264
2015-10-26,0.06264777751353412
2015-10-27,0.0
2015-10-28,0.001112381309386734
2015-10-29,0.0
2015-10-30,-0.11111113208106238
2015-11-03,0.10624998009492859
2015-11-04,0.0384181109756736
2015-11-05,0.0
2015-11-06,-0.1392818632696824
2015-11-09,0.0
2015-11-10,-0.10493042643029038
2015-11-11,0.002824825718545254
2015-11-12,0.026760610132126272
2015-11-13,0.0260630862339144
2015-11-16,0.0
2015-11-24,0.06684493284021942
2015-11-25,0.05137842997794517
2015-11-26,0.04886768504374106
2015-11-27,0.0
2015-12-04,-0.06704549194286136
2015-12-07,0.12667486433452768
2015-12-08,-0.030270283173913004
2015-12-09,-0.10813825229481577
2015-12-10,0.0
2015-12-14,0.12500002654009523
2015-12-15,0.16666660375681297
2015-12-16,0.0
2015-12-17,-0.2361904752660865
2015-12-18,0.0
2015-12-23,-0.18703241116229052
2015-12-28,0.0
2015-12-30,-0.07975458324657603
2016-01-04,0.0
2016-01-06,0.11666664897326995
2016-01-07,0.0
2016-01-20,-0.4223880774855441
2016-01-21,0.0
2016-01-27,-0.279069758510634
2016-01-28,0.07526885402718841
2016-01-29,-0.593333340410692
2016-02-01,-0.057377076283892325
2016-02-02,-0.6173913466915716
2016-02-03,0.13636357330348292
2016-02-04,0.12000000424641621
