Date,Adj Close
2011-05-02,
2011-05-03,-0.009117523461858679
2011-05-04,0.011042869969553504
2011-05-05,-0.006068134592612573
2011-05-06,-0.007325701037758092
2011-05-09,-0.00984018303332812
2011-05-10,0.0
2011-05-11,0.018633480346852416
2011-05-12,0.0012196761423588498
2011-05-13,-0.004264310819674266
2011-05-16,0.0
2011-05-17,-0.015289419539895821
2011-05-18,-0.018633480346852527
2011-05-19,0.0018975154104041714
2011-05-20,0.006949906858503718
2011-05-23,-0.0037640239524330266
2011-05-24,-0.013225225148363662
2011-05-25,-0.029992546900019734
2011-05-26,0.034867255441660916
2011-05-27,0.004451236449335649
2011-05-30,0.009492534373835015
2011-05-31,0.003135884432223346
2011-06-01,0.012500025634462952
2011-06-02,0.012345573344282101
2011-06-03,0.01829275415690579
2011-06-06,0.0
2011-06-07,-0.0006000237043272127
2011-06-08,-0.006589573740079957
2011-06-09,0.031363089290022295
2011-06-10,0.002923255370159472
2011-06-13,0.008747043574937496
2011-06-14,-0.010404554465876847
2011-06-15,-0.013435518777533684
2011-06-16,-0.0053275630652541706
2011-06-17,-0.01785714623231871
2011-06-20,-0.018181885829639866
2011-06-21,0.024691408035530715
2011-06-22,-0.02108538328255516
2011-06-24,-0.0030759065580453493
2011-06-27,-0.012345704017765358
2011-06-28,0.015000030761355365
2011-06-29,0.011083798824423896
2011-06-30,-0.010354295622914123
2011-07-01,-0.0030759065580453493
2011-07-04,0.012345573344282101
2011-07-05,0.022560007156190665
2011-07-06,-0.0041731076605981965
2011-07-07,-0.01796414055018125
2011-07-08,-0.006097477152370523
2011-07-11,-0.046013256924553714
2011-07-12,0.025723415763144297
2011-07-13,-0.01253915790935023
2011-07-14,-0.047618036365200345
2011-07-15,-0.03333329569936938
2011-07-18,-0.04344929379139384
2011-07-19,0.06705225408843063
2011-07-20,-0.03310941044685334
2011-07-21,0.0020979780296639383
2011-07-22,0.03905138216221249
2011-07-25,-0.02483335012180765
2011-07-26,0.06263024915760562
